"2336423","2710638.27356","1285580.82328","838",""," ","Co Rd","County Road 160","Drive"," ","","","838 County Road 160 Drive ","","80459","Grand"
"2336424","2912152.07173","1225403.01444","838",""," ","","Quail","Drive"," ","","","838 Quail Drive ","","80442","Grand"
"2336425","2912154.29939","1225404.94582","838",""," ","","Quail","Drive"," ","","","838 Quail Drive ","","80442","Grand"
"2336426","2912856.01649","1224867.51186","838",""," ","","Wapiti","Drive"," ","","","838 Wapiti Drive ","","80442","Grand"
"2336427","2913410.88736","1224550.4232","839",""," ","","Ferret","Lane"," ","","","839 Ferret Lane ","","80442","Grand"
"2336428","2891419.86154","1313930.68365","84",""," ","Co Rd","County Road 4035","Road"," ","","","84 County Road 4035 Road ","","80447","Grand"
"2336429","2892933.53806","1313544.40033","84",""," ","Co Rd","County Road 4037","Drive"," ","","","84 County Road 4037 Drive ","","80447","Grand"
"2336430","2892466.44617","1314223.53274","84",""," ","Co Rd","County Road 4039","Lane"," ","","","84 County Road 4039 Lane ","","80447","Grand"
"2336431","2873191.19831","1316631.2789","84",""," ","Co Rd","County Road 412","Road"," ","","","84 County Road 412 Road ","","80446","Grand"
"2336432","2897779.57892","1322637.52046","84",""," ","Co Rd","County Road 4621","Lane"," ","","","84 County Road 4621 Lane ","","80447","Grand"
"2336433","2902579.13227","1329158.89535","84",""," ","Co Rd","County Road 4660","Lane"," ","","","84 County Road 4660 Lane ","","80447","Grand"
"2336434","2901035.21084","1335855.97897","84",""," ","Co Rd","County Road 4947","Drive"," ","","","84 County Road 4947 Drive ","","80447","Grand"
"2336435","2901033.0983","1336247.87437","84",""," ","Co Rd","County Road 4982","Lane"," ","","","84 County Road 4982 Lane ","","80447","Grand"
"2336436","2918865.784","1210655.81981","84",""," ","","Timber","Drive"," ","","","84 Timber Drive ","","80482","Grand"
"2336437","2926035.42118","1204176.09592","84",""," ","","Trademark","Drive"," ","","","84 Trademark Drive ","","80482","Grand"
"2336438","2919735.62347","1212562.8967","84",""," ","","Vasquez","Road"," ","","","84 Vasquez Road ","","80482","Grand"
"2336439","2876737.71783","1275259.37646","84","","East","","E Garnet","Avenue"," ","","","84 East E Garnet Avenue ","","80446","Grand"
"2336440","2913497.62446","1225300.62746","840",""," ","","Badger","Lane"," ","","","840 Badger Lane ","","80442","Grand"
"2336441","2894101.75001","1324239.70167","840",""," ","Co Rd","County Road 454","Drive"," ","","","840 County Road 454 Drive ","","80447","Grand"
"2336442","2917530.50124","1213136.14654","840",""," ","","Elk Trl","Trail"," ","","","840 Elk Trl Trail ","","80482","Grand"
"2336443","2913441.99662","1224430.84246","840",""," ","","Ferret","Lane"," ","","","840 Ferret Lane ","","80442","Grand"
"2336444","2912863.45544","1224780.74442","840",""," ","","Wapiti","Drive"," ","","","840 Wapiti Drive ","","80442","Grand"
"2336445","2912863.45544","1224780.74442","840",""," ","","Wapiti","Drive"," ","","","840 Wapiti Drive ","","80442","Grand"
"2336446","2912865.39836","1224788.03334","840",""," ","","Wapiti","Drive"," ","","","840 Wapiti Drive ","","80442","Grand"
"2336447","2913314.01426","1224872.26054","840-842",""," ","","Mink","Lane"," ","","","840-842 Mink Lane ","","80442","Grand"
"2336448","2913332.24159","1224777.33717","841",""," ","","Ermine","Lane"," ","","","841 Ermine Lane ","","80442","Grand"
"2336449","2913430.91856","1224555.47541","841",""," ","","Ferret","Lane"," ","","","841 Ferret Lane ","","80442","Grand"
"2336450","2912986.07233","1224848.39116","841, 843",""," ","","Wapiti","Drive"," ","","","841, 843 Wapiti Drive ","","80442","Grand"
"2336451","2892657.53382","1246643.86362","842",""," ","Co Rd","County Road 859","Drive"," ","","","842 County Road 859 Drive ","","80478","Grand"
"2336452","2913314.84302","1224862.81382","842",""," ","","Mink","Lane"," ","","","842 Mink Lane ","","80442","Grand"
"2336453","2913516.49594","1225416.11754","843",""," ","","Badger","Lane"," ","","","843 Badger Lane ","","80442","Grand"
"2336454","2913516.49594","1225416.11754","843",""," ","","Badger","Lane"," ","","","843 Badger Lane ","","80442","Grand"
"2336455","2913516.49594","1225416.11754","843",""," ","","Badger","Lane"," ","","","843 Badger Lane ","","80442","Grand"
"2336456","2913517.01058","1225421.89067","843",""," ","","Badger","Lane"," ","","","843 Badger Lane ","","80442","Grand"
"2336457","2712805.8335","1289906.98984","843",""," ","Co Rd","County Road 164","Drive"," ","","","843 County Road 164 Drive ","","80459","Grand"
"2336458","2908042.32484","1333331.8326","844",""," ","","Shadow Mtn","Avenue"," ","","","844 Shadow Mtn Avenue ","","80447","Grand"
"2336459","2927661.81201","1203703.66344","845",""," ","","Arrow Trl","Way"," ","","","845 Arrow Trl Way ","","80482","Grand"
"2336460","2916694.50471","1211033.63891","845",""," ","","Bear Trail","Trail"," ","","","845 Bear Trail Trail ","","80482","Grand"
"2336461","2917362.53832","1213153.85156","845",""," ","","Elk Trl","Trail"," ","","","845 Elk Trl Trail ","","80482","Grand"
"2336462","2912993.63925","1224786.10323","845",""," ","","Wapiti","Drive"," ","","","845 Wapiti Drive ","","80442","Grand"
"2336463","2902742.12447","1335734.25777","846",""," ","Co Rd","County Road 4980","Road"," ","","","846 County Road 4980 Road ","","80447","Grand"
"2336464","2910171.16325","1334416.3658","846",""," ","","Lake","Avenue"," ","","","846 Lake Avenue ","","80447","Grand"
"2336465","2910235.88188","1334346.51266","846",""," ","","Lake","Avenue"," ","","","846 Lake Avenue ","","80447","Grand"
"2336466","2900665.72316","1335971.03496","847",""," ","Co Rd","County Road 4983","Place"," ","","","847 County Road 4983 Place ","","80447","Grand"
"2336467","2718655.06061","1288175.3629","848",""," ","Co Rd","County Road 193","Drive"," ","","","848 County Road 193 Drive ","","80459","Grand"
"2336468","2912881.96888","1224699.66684","848",""," ","","Wapiti","Drive"," ","","","848 Wapiti Drive ","","80442","Grand"
"2336469","2912881.96888","1224699.66684","848",""," ","","Wapiti","Drive"," ","","","848 Wapiti Drive ","","80442","Grand"
"2336470","2912883.8934","1224706.66179","848",""," ","","Wapiti","Drive"," ","","","848 Wapiti Drive ","","80442","Grand"
"2336471","2916635.35145","1211355.28068","85",""," ","","Bear Trail Ct","Court"," ","","","85 Bear Trail Ct Court ","","80482","Grand"
"2336472","2921484.73185","1217270.99884","85",""," ","","Campfire","Lane"," ","","","85 Campfire Lane ","","80482","Grand"
"2336473","2715224.96856","1285661.25397","85",""," ","Co Rd","County Road 1935","Way"," ","","","85 County Road 1935 Way ","","80459","Grand"
"2336474","2890515.47856","1313491.10731","85",""," ","Co Rd","County Road 4031","Road"," ","","","85 County Road 4031 Road ","","80446","Grand"
"2336475","2891505.66614","1314087.82416","85",""," ","Co Rd","County Road 4035","Road"," ","","","85 County Road 4035 Road ","","80447","Grand"
"2336476","2892127.65448","1313685.32457","85",""," ","Co Rd","County Road 4036","Drive"," ","","","85 County Road 4036 Drive ","","80447","Grand"
"2336477","2892749.90323","1313549.87223","85",""," ","Co Rd","County Road 4037","Drive"," ","","","85 County Road 4037 Drive ","","80447","Grand"
"2336478","2898240.87321","1317640.59274","85",""," ","Co Rd","County Road 4431","Lane"," ","","","85 County Road 4431 Lane ","","80447","Grand"
"2336479","2898469.0485","1317602.72242","85",""," ","Co Rd","County Road 4431","Lane"," ","","","85 County Road 4431 Lane ","","80447","Grand"
"2336480","2890623.68913","1314415.35798","85",""," ","Co Rd","County Road 4480","Road"," ","","","85 County Road 4480 Road ","","80446","Grand"
"2336481","2898889.18804","1318448.82843","85",""," ","Co Rd","County Road 4571","Drive"," ","","","85 County Road 4571 Drive ","","80447","Grand"
"2336482","2897752.97386","1322488.05931","85",""," ","Co Rd","County Road 4622","Lane"," ","","","85 County Road 4622 Lane ","","80447","Grand"
"2336483","2897282.72436","1321340.91616","85",""," ","Co Rd","County Road 4625","Road"," ","","","85 County Road 4625 Road ","","80447","Grand"
"2336484","2901641.02173","1327061.72265","85",""," ","Co Rd","County Road 4655","Trail"," ","","","85 County Road 4655 Trail ","","80447","Grand"
"2336485","2902919.62472","1312605.18247","85",""," ","Co Rd","County Road 6421","Drive"," ","","","85 County Road 6421 Drive ","","80447","Grand"
"2336486","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336487","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336488","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336489","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336490","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336491","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336492","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336493","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336494","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336495","2913994.96451","1219867.41326","85",""," ","","Cozens Pointe","Circle"," ","","","85 Cozens Pointe Circle ","","80482","Grand"
"2336496","2921235.87604","1216989.70872","85",""," ","","Discovery","Lane"," ","","","85 Discovery Lane ","","80482","Grand"
"2336497","2926353.21161","1201743.96723","85",""," ","","Parsenn Road"," "," ","","","85 Parsenn Road ","","80482","Grand"
"2336498","2921960.95202","1216603.87714","85",""," ","","Reunion Ct","Court"," ","","","85 Reunion Ct Court ","","80482","Grand"
"2336499","2927657.33727","1199436.82308","85",""," ","","Vintage","Way"," ","","","85 Vintage Way ","","80482","Grand"
"2336500","2876766.90988","1275452.17913","85","","East","","E Garnet","Avenue"," ","","","85 East E Garnet Avenue ","","80446","Grand"
"2336501","2927718.79024","1203462.01169","850",""," ","","Arrow Trl","Trail"," ","","","850 Arrow Trl Trail ","","80482","Grand"
"2336502","2913535.82058","1225335.88494","850",""," ","","Badger","Lane"," ","","","850 Badger Lane ","","80442","Grand"
"2336503","2901865.14118","1332211.52943","850",""," ","Co Rd","County Road 4739","Drive"," ","","","850 County Road 4739 Drive ","","80447","Grand"
"2336504","2913400.97361","1224643.3931","850",""," ","","Ermine","Lane"," ","","","850 Ermine Lane ","","80442","Grand"
"2336505","2913508.61197","1224431.77192","850",""," ","","Ferret","Lane"," ","","","850 Ferret Lane ","","80442","Grand"
"2336506","2913398.58102","1224866.47216","850",""," ","","Mink","Lane"," ","","","850 Mink Lane ","","80442","Grand"
"2336507","2921274.72406","1216765.03659","850",""," ","","Rendezvous","Road"," ","","","850 Rendezvous Road ","","80482","Grand"
"2336508","2913357.19233","1225081.89791","850",""," ","","Wolverine","Lane"," ","","","850 Wolverine Lane ","","80442","Grand"
"2336509","2913400.7887","1224651.88466","850-852",""," ","","Ermine","Lane"," ","","","850-852 Ermine Lane ","","80442","Grand"
"2336510","2901870.65207","1332521.86508","851",""," ","Co Rd","County Road 47","Drive"," ","","","851 County Road 47 Drive ","","80447","Grand"
"2336511","2913402.12465","1224777.54157","851",""," ","","Ermine","Lane"," ","","","851 Ermine Lane ","","80442","Grand"
"2336512","2913503.91021","1224557.01117","851",""," ","","Ferret","Lane"," ","","","851 Ferret Lane ","","80442","Grand"
"2336513","2913385.44986","1225001.79503","851",""," ","","Mink","Lane"," ","","","851 Mink Lane ","","80442","Grand"
"2336514","2913418.13253","1224993.82365","851",""," ","","Mink","Lane"," ","","","851 Mink Lane ","","80442","Grand"
"2336515","2909841.96044","1336489.10609","851",""," ","","Old Tonahutu Ridge","Road"," ","","","851 Old Tonahutu Ridge Road ","","80447","Grand"
"2336516","2913339.57425","1225220.5246","851",""," ","","Wolverine","Lane"," ","","","851 Wolverine Lane ","","80442","Grand"
"2336517","2913340.31995","1225211.82709","851",""," ","","Wolverine","Lane"," ","","","851 Wolverine Lane ","","80442","Grand"
"2336518","2913340.31995","1225211.82709","851",""," ","","Wolverine","Lane"," ","","","851 Wolverine Lane ","","80442","Grand"
"2336519","2913340.31995","1225211.82709","851",""," ","","Wolverine","Lane"," ","","","851 Wolverine Lane ","","80442","Grand"
"2336520","2913340.31995","1225211.82709","851",""," ","","Wolverine","Lane"," ","","","851 Wolverine Lane ","","80442","Grand"
"2336521","2912903.7218","1224623.1309","852",""," ","","Wapiti","Drive"," ","","","852 Wapiti Drive ","","80442","Grand"
"2336522","2912905.69421","1224630.01693","852",""," ","","Wapiti","Drive"," ","","","852 Wapiti Drive ","","80442","Grand"
"2336523","2718734.61211","1287467.95057","853",""," ","Co Rd","County Road 193","Drive"," ","","","853 County Road 193 Drive ","","80459","Grand"
"2336524","2898536.76051","1327933.37911","853",""," ","Co Rd","County Road 464","Road"," ","","","853 County Road 464 Road ","","80447","Grand"
"2336525","2907875.18807","1333329.61382","853",""," ","","Shadow Mtn","Avenue"," ","","","853 Shadow Mtn Avenue ","","80447","Grand"
"2336526","2899844.7709","1324393.64621","854",""," ","Co Rd","County Road 465","Drive"," ","","","854 County Road 465 Drive ","","80447","Grand"
"2336527","2908747.34096","1333217.73829","855",""," ","","Cairns","Avenue"," ","","","855 Cairns Avenue ","","80447","Grand"
"2336528","2912932.24862","1224544.46449","856",""," ","","Wapiti","Drive"," ","","","856 Wapiti Drive ","","80442","Grand"
"2336529","2912934.1584","1224551.41997","856",""," ","","Wapiti","Drive"," ","","","856 Wapiti Drive ","","80442","Grand"
"2336530","2715279.40941","1288307.83043","857",""," ","Co Rd","County Road 1933","Way"," ","","","857 County Road 1933 Way ","","80459","Grand"
"2336531","2917968.36161","1225079.62083","857",""," ","Co Rd","County Road 830","Street"," ","","","857 County Road 830 Street ","","80482","Grand"
"2336532","2917971.38957","1225120.80122","857",""," ","Co Rd","County Road 830","Street"," ","","","857 County Road 830 Street ","","80482","Grand"
"2336533","2918032.19624","1225178.11436","857",""," ","Co Rd","County Road 830","Street"," ","","","857 County Road 830 Street ","","80482","Grand"
"2336534","2902747.72531","1335840.23664","858_874",""," ","Co Rd","County Road 4980","Road"," ","","","858_874 County Road 4980 Road ","","80447","Grand"
"2336535","2873480.20805","1321287.73401","859",""," ","Co Rd","County Road 413","Road"," ","","","859 County Road 413 Road ","","80446","Grand"
"2336536","2902554.684","1335806.496","859",""," ","Co Rd","County Road 4980","Road"," ","","","859 County Road 4980 Road ","","80447","Grand"
"2336537","2913076.53049","1224562.40978","859",""," ","","Wapiti","Drive"," ","","","859 Wapiti Drive ","","80442","Grand"
"2336538","2869774.609","1253636.044","8594",""," ","Co Rd","County Road 55","Road"," ","","","8594 County Road 55 Road ","","80446","Grand"
"2336539","2891531.61238","1314367.4271","86",""," ","Co Rd","County Road 448","Drive"," ","","","86 County Road 448 Drive ","","80447","Grand"
"2336540","2891232.2572","1314819.53872","86",""," ","Co Rd","County Road 4481","Road"," ","","","86 County Road 4481 Road ","","80447","Grand"
"2336541","2898895.67305","1319117.14344","86",""," ","Co Rd","County Road 4573","Lane"," ","","","86 County Road 4573 Lane ","","80447","Grand"
